dataset,image_id,image_path,mask_path,image_domain,overlaps_isic2019,isic2019_split,isic2019_lesion_id,isic2019_lesion_status,cv2_eligible
isic2018_task1,ISIC_0002975,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0002975.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0002975_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0002976,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0002976.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0002976_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003005,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003005.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003005_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003056,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003056.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003056_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003174,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003174.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003174_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003346,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003346.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003346_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003462,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003462.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003462_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003539,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003539.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003539_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003559,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003559.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003559_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003582,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003582.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003582_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003657,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003657.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003657_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003728,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003728.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003728_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0003805,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0003805.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0003805_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0004110,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0004110.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0004110_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0004168,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0004168.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0004168_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0004309,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0004309.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0004309_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0004337,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0004337.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0004337_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0004346,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0004346.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0004346_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0004715,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0004715.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0004715_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0004985,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0004985.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0004985_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0005000,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0005000.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0005000_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0005187,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0005187.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0005187_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0005247,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0005247.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0005247_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0005620,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0005620.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0005620_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0005787,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0005787.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0005787_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006021,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006021.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006021_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006114,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006114.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006114_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006350,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006350.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006350_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006612,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006612.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006612_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006651,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006651.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006651_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006671,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006671.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006671_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006711,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006711.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006711_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006776,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006776.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006776_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006795,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006795.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006795_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006800,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006800.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006800_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006940,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006940.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006940_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0006982,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0006982.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0006982_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007038,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007038.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007038_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007087,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007087.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007087_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007141,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007141.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007141_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007156,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007156.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007156_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007241,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007241.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007241_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007322,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007322.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007322_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007332,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007332.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007332_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007344,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007344.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007344_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007475,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007475.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007475_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007528,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007528.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007528_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007557,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007557.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007557_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007760,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007760.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007760_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0007788,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0007788.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0007788_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008029,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008029.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008029_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008116,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008116.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008116_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008207,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008207.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008207_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008236,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008236.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008236_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008280,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008280.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008280_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008294,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008294.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008294_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008347,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008347.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008347_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008396,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008396.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008396_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008406,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008406.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008406_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008507,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008507.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008507_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008528,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008528.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008528_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008541,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008541.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008541_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008552,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008552.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008552_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008626,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008626.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008626_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008659,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008659.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008659_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008879,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008879.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008879_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008913,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008913.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008913_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008992,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008992.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008992_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008993,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008993.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008993_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0008998,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0008998.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0008998_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009035,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009035.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009035_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009078,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009078.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009078_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009083,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009083.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009083_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009160,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009160.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009160_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009165,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009165.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009165_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009201,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009201.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009201_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009252,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009252.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009252_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009297,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009297.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009297_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009298,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009298.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009298_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009344,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009344.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009344_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009430,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009430.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009430_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009504,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009504.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009504_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009533,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009533.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009533_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009564,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009564.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009564_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009583,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009583.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009583_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009758,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009758.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009758_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009800,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009800.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009800_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009860,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009860.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009860_segmentation.png,dermoscopic,False,,,,True
isic2018_task1,ISIC_0009869,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009869.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009869_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009873,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009873.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009873_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009877,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009877.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009877_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009879,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009879.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009879_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009883,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009883.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009883_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009884,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009884.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009884_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009885,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009885.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009885_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009888,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009888.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009888_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009889,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009889.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009889_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009891,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009891.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009891_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009896,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009896.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009896_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009897,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009897.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009897_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009898,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009898.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009898_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009899,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009899.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009899_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009901,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009901.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009901_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009904,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009904.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009904_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009909,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009909.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009909_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009910,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009910.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009910_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009914,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009914.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009914_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009915,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009915.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009915_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009917,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009917.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009917_segmentation.png,dermoscopic,True,train,,unknown,True
isic2018_task1,ISIC_0009918,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0009918.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0009918_segmentation.png,dermoscopic,True,train,,unknown,True
